A,B,C,label
109,390,326,N8
1185,346,437,F5
541,1889,990,F1
261,699,804,F3
145,562,699,F3
403,1193,1102,F3
647,909,1107,F1
1221,340,1344,F4
360,418,1549,F7
1506,1678,381,F2
173,1347,735,F3
946,440,178,F5
1557,1063,187,F2
240,268,164,N8
687,1264,352,F2
232,309,1671,F7
450,1544,126,F2
1056,355,1100,F4
374,358,685,F7
139,418,207,N8
329,609,224,F6
958,356,418,F5
420,255,1421,F7
728,1187,165,F2
421,798,233,F6
1134,1142,356,F2
1421,1201,370,F2
152,389,215,N8
329,1286,974,F3
362,1268,147,F6
912,1173,298,F2
686,367,692,F4
195,654,792,F3
389,453,107,F6
739,854,395,F2
320,901,1381,F3
253,443,231,N8
334,1064,743,F3
1091,232,746,F4
1593,1641,1485,F1
1680,809,154,F2
765,585,426,F2
425,351,1638,F7
313,431,1408,F7
244,981,224,F6
1681,511,260,F2
274,1261,1223,F3
282,361,384,N8
679,1082,432,F2
967,1342,219,F2
961,356,1381,F4
1121,976,1703,F1
264,768,243,F6
567,1205,168,F2
124,1310,357,F6
529,281,172,F5
439,1073,538,F3
426,481,170,F6
181,141,153,N8
381,135,398,N8
1000,197,1309,F4
102,1190,123,F6
397,1128,149,F6
1208,722,1595,F1
920,786,721,F1
174,441,1389,F7
1240,1672,329,F2
1065,155,437,F5
1403,574,373,F2
423,441,119,N8
899,354,702,F4
1416,364,208,F5
1166,725,107,F2
389,324,196,N8
819,221,620,F4
930,1938,1543,F1
1115,116,769,F4
1236,802,1214,F1
1127,265,469,F4
1392,179,1358,F4
707,1151,332,F2
1578,722,322,F2
1120,694,435,F2
521,135,962,F4
397,518,598,F3
379,485,963,F3
267,387,729,F7
680,183,271,F5
756,210,563,F4
404,1300,979,F3
112,1059,1322,F3
1580,855,1359,F1
408,730,701,F3
188,389,463,F7
1062,257,208,F5
332,481,391,F6
1360,1057,100,F2
140,293,392,N8
292,411,1692,F7
254,339,1454,F7
1158,1724,1768,F1
597,300,327,F5
193,232,872,F7
245,1088,743,F3
1180,326,941,F4
1353,1144,1865,F1
329,1126,689,F3
425,108,1426,F7
626,129,201,F5
365,241,739,F7
772,260,434,F5
427,1037,649,F3
227,146,312,N8
966,261,1145,F4
455,876,332,F2
291,829,414,F6
317,271,764,F7
1183,122,804,F4
173,141,350,N8
404,409,292,N8
419,251,1608,F7
1179,1678,1370,F1
233,173,131,N8
1468,162,186,F5
154,348,856,F7
1516,1465,1790,F1
1411,394,158,F5
250,808,1343,F3
1333,270,539,F4
1457,196,407,F5
1383,425,366,F5
342,383,1555,F7
1188,288,570,F4
770,222,1060,F4
233,349,432,N8
1953,1946,1870,F1
570,247,504,F4
1059,317,1061,F4
251,600,422,F6
280,1229,324,F6
299,276,1506,F7
442,263,395,N8
934,1295,876,F1
380,248,296,N8
132,871,391,F6
380,286,1115,F7
424,441,301,N8
363,948,333,F6
296,339,394,N8
1194,245,721,F4
725,587,165,F2
859,241,107,F5
806,171,391,F5
1314,367,195,F5
1297,1328,1367,F1
654,139,168,F5
739,229,529,F4
213,348,685,F7
631,186,249,F5
758,357,173,F5
364,116,408,N8
255,1273,818,F3
1188,1341,1820,F1
1060,257,440,F5
1238,293,1127,F4
165,371,314,N8
1096,288,657,F4
133,829,698,F3
553,218,428,F5
219,979,310,F6
338,830,147,F6
1680,1543,155,F2
1085,1364,199,F2
196,289,1104,F7
392,1134,1343,F3
1152,1774,1602,F1
1775,1867,1547,F1
953,1684,1657,F1
913,342,951,F4
209,1274,888,F3
538,920,448,F2
214,350,1091,F7
194,291,172,N8
1309,1395,154,F2
1468,1430,1366,F1
376,623,748,F3
1385,538,443,F2
268,314,409,N8
390,124,423,N8
933,456,989,F1
614,1209,276,F2
187,743,450,F3
185,603,1081,F3
115,623,350,F6
207,475,102,F6
700,760,1936,F1
322,173,321,N8
1378,1357,1357,F1
347,306,1299,F7
1084,422,144,F5
311,764,345,F6
1492,334,295,F5
1245,1480,1602,F1
422,791,435,F6
123,182,109,N8
1601,1195,423,F2
366,220,1599,F7
931,306,992,F4
208,594,169,F6
1374,200,757,F4
399,585,268,F6
1458,765,531,F1
155,708,719,F3
1417,798,152,F2
251,781,149,F6
293,1266,188,F6
119,214,892,F7
241,499,104,F6
1304,299,1119,F4
1286,178,515,F4
1002,295,444,F5
118,446,100,N8
423,149,1581,F7
136,906,648,F3
240,1163,445,F6
260,278,429,N8
303,822,363,F6
121,715,1023,F3
345,549,296,F6
195,264,430,N8
518,1396,317,F2
943,301,1312,F4
1338,1090,210,F2
435,228,303,N8
1312,1848,913,F1
739,1039,400,F2
699,1485,421,F2
958,1244,389,F2
635,798,376,F2
401,487,308,F6
1295,261,334,F5
701,1196,170,F2
1364,697,269,F2
1181,186,885,F4
816,1471,1704,F1
876,441,208,F5
110,262,565,F7
1341,702,721,F1
250,345,467,F7
408,684,323,F6
637,344,373,F5
248,410,1221,F7
392,438,411,N8
667,397,208,F5
221,855,421,F6
464,140,362,F5
295,157,497,F7
176,936,196,F6
991,190,1074,F4
1136,503,343,F2
895,180,123,F5
445,619,131,F6
1025,1180,1083,F1
374,529,370,F6
324,161,1290,F7
947,386,520,F4
268,1354,128,F6
738,229,196,F5
761,1866,908,F1
247,192,348,N8
352,385,875,F7
702,893,220,F2
856,821,732,F1
259,106,447,N8
167,1291,341,F6
579,574,837,F1
297,1026,695,F3
407,381,979,F7
1036,392,141,F5
1048,133,922,F4
501,106,1215,F4
102,442,1459,F7
316,332,366,N8
449,360,123,N8
795,1272,1339,F1
311,1187,849,F3
962,308,313,F5
391,111,1632,F7
368,912,339,F6
954,1358,248,F2
399,114,119,N8
332,894,1058,F3
402,392,415,N8
437,1241,431,F6
921,448,613,F4
529,661,852,F1
140,1072,708,F3
1579,501,273,F2
367,1204,719,F3
381,405,332,N8
811,264,1400,F4
1147,295,200,F5
726,1377,180,F2
1091,1297,246,F2
212,391,208,N8
245,944,499,F3
1251,536,520,F1
264,435,237,N8
181,422,1096,F7
1047,601,143,F2
1302,1620,566,F1
783,124,387,F5
1495,228,293,F5
608,1650,563,F1
737,1056,1189,F1
781,432,426,F5
442,251,443,N8
824,254,552,F4
841,221,138,F5
1075,420,389,F5
1147,286,314,F5
962,588,367,F2
121,425,991,F7
274,1155,303,F6
882,1043,369,F2
380,107,424,N8
206,1224,713,F3
269,640,430,F6
771,388,1373,F4
375,356,1005,F7
1433,176,277,F5
1197,356,298,F5
1211,268,531,F4
1195,214,585,F4
927,209,1330,F4
183,890,382,F6
628,350,1003,F4
709,1047,1143,F1
526,800,150,F2
257,1381,211,F6
421,329,322,N8
991,478,684,F1
109,306,345,N8
118,1354,1271,F3
151,127,227,N8
1257,105,292,F5
1359,848,265,F2
819,1400,1421,F1
883,381,105,F5
529,395,328,F5
1533,1508,199,F2
1329,1688,172,F2
950,398,520,F4
549,825,990,F1
1782,489,991,F1
1091,1903,1471,F1
792,1021,282,F2
226,663,326,F6
1462,1106,241,F2
887,1552,307,F2
1324,272,170,F5
1862,1377,1851,F1
1805,1500,1734,F1
264,358,1038,F7
160,381,593,F7
577,865,1314,F1
622,402,389,F5
1587,842,370,F2
500,1521,1096,F1
862,193,280,F5
513,1624,1082,F1
1876,788,1573,F1
244,1273,1350,F3
426,327,1603,F7
1262,677,256,F2
1009,178,485,F4
111,361,362,N8
411,718,1053,F3
400,434,1248,F7
1494,1380,224,F2
136,401,334,N8
528,185,821,F4
210,1350,270,F6
828,234,692,F4
472,1752,1845,F1
273,166,387,N8
771,262,907,F4
908,1508,243,F2
1616,716,149,F2
161,345,390,N8
564,429,553,F4
344,140,1405,F7
1234,150,1234,F4
880,436,259,F5
236,843,952,F3
363,880,587,F3
855,402,968,F4
393,383,1282,F7
1199,555,698,F1
1338,203,774,F4
322,425,189,N8
681,123,1076,F4
976,1993,652,F1
585,228,1372,F4
1033,297,253,F5
1115,377,319,F5
1162,729,640,F1
1401,427,286,F5
966,172,1173,F4
167,604,167,F6
608,1957,645,F1
474,1163,364,F2
859,177,1028,F4
530,365,711,F4
1805,1126,1043,F1
329,665,132,F6
396,538,1333,F3
242,565,338,F6
131,375,968,F7
574,407,1300,F4
335,440,175,N8
198,976,220,F6
383,1119,493,F3
383,783,271,F6
437,1063,1078,F3
993,152,292,F5
1043,1968,1951,F1
1149,403,290,F5
734,265,1099,F4
769,183,239,F5
773,145,1013,F4
502,121,1129,F4
1045,975,1076,F1
305,1110,840,F3
290,719,601,F3
1271,385,237,F5
363,809,815,F3
934,1578,895,F1
747,355,837,F4
294,135,464,F7
1039,403,1056,F4
377,422,1049,F7
715,208,171,F5
1450,304,169,F5
133,1288,194,F6
785,405,228,F5
149,170,255,N8
1141,289,298,F5
703,294,844,F4
1973,622,1717,F1
1382,258,628,F4
343,436,1548,F7
236,134,1489,F7
1591,772,690,F1
375,743,262,F6
1633,799,1717,F1
1369,446,996,F4
617,339,895,F4
329,254,111,N8
115,799,625,F3
109,763,830,F3
611,881,337,F2
1023,336,294,F5
193,204,669,F7
382,419,190,N8
781,208,393,F5
904,519,1731,F1
622,357,924,F4
820,108,537,F4
1910,1820,1650,F1
1175,202,640,F4
198,1399,133,F6
158,530,435,F6
495,379,1189,F4
113,105,194,N8
874,1506,266,F2
362,319,1183,F7
316,493,688,F3
1337,989,120,F2
475,118,1191,F4
260,1239,353,F6
1650,1287,306,F2
1194,1859,1082,F1
1102,445,173,F5
163,851,739,F3
926,1095,1420,F1
191,362,995,F7
910,429,361,F5
1227,961,251,F2
286,318,440,N8
424,1154,1179,F3
1198,237,1307,F4
234,1163,254,F6
380,1326,1169,F3
738,287,242,F5
432,121,1207,F7
143,410,872,F7
277,784,124,F6
920,234,419,F5
130,442,391,N8
809,213,1340,F4
440,826,435,F6
749,1376,293,F2
468,750,331,F2
194,408,219,N8
676,385,103,F5
1646,830,308,F2
112,286,214,N8
429,188,275,N8
1031,739,362,F2
287,456,760,F3
954,383,145,F5
236,715,205,F6
124,209,430,N8
407,997,915,F3
345,377,366,N8
361,103,876,F7
1586,1618,1226,F1
995,1158,163,F2
240,187,130,N8
1123,443,562,F4
553,1338,358,F2
215,996,937,F3
318,1198,228,F6
193,1042,1257,F3
346,401,1610,F7
970,1058,816,F1
1107,1471,147,F2
258,348,1609,F7
299,152,1404,F7
183,376,814,F7
757,308,1173,F4
248,296,997,F7
755,259,1050,F4
421,1307,878,F3
218,390,1470,F7
1370,520,423,F2
1188,414,129,F5
152,448,114,N8
273,221,357,N8
153,998,409,F6
848,162,276,F5
213,243,178,N8
1486,1318,1166,F1
1134,352,1307,F4
312,1323,435,F6
118,224,107,N8
649,301,487,F4
238,1026,427,F6
348,787,187,F6
433,105,1093,F7
1363,203,1100,F4
135,1139,462,F3
239,403,623,F7
406,406,504,F7
964,801,313,F2
229,297,1255,F7
290,1328,543,F3
369,1302,110,F6
1774,867,1121,F1
1159,208,422,F5
363,697,741,F3
345,234,200,N8
214,1085,462,F3
1109,101,136,F5
649,1080,874,F1
828,120,705,F4
146,1015,659,F3
289,1134,664,F3
816,1606,448,F2
1610,966,459,F1
1753,1177,1893,F1
1197,227,507,F4
119,1184,905,F3
1669,703,157,F2
314,241,289,N8
221,387,1109,F7
211,587,210,F6
370,241,617,F7
217,584,281,F6
282,481,780,F3
1255,250,393,F5
419,342,212,N8
695,1788,1390,F1
1446,1010,277,F2
1089,100,527,F4
373,1232,330,F6
1016,406,707,F4
1426,412,338,F5
217,1199,442,F6
406,616,430,F6
178,366,1545,F7
876,741,295,F2
908,692,1065,F1
305,1179,724,F3
1357,122,1321,F4
358,227,252,N8
593,984,424,F2
803,258,341,F5
1581,1396,183,F2
429,438,1266,F7
762,1813,1295,F1
396,1333,149,F6
526,1515,435,F2
162,419,1204,F7
149,214,1469,F7
179,444,667,F7
1400,1139,299,F2
1253,1040,699,F1
393,454,560,F3
1128,118,104,F5
423,103,1409,F7
1071,329,1100,F4
782,445,361,F5
365,373,164,N8
126,423,409,N8
1710,1206,806,F1
117,411,107,N8
186,826,1374,F3
388,124,239,N8
368,666,403,F6
184,422,238,N8
274,560,930,F3
1084,272,898,F4
1269,1367,175,F2
214,243,778,F7
719,432,547,F4
946,785,293,F2
467,313,451,F4
175,121,1299,F7
1364,824,204,F2
590,851,1253,F1
135,1008,141,F6
484,208,110,F5
1259,308,215,F5
1056,213,459,F4
972,698,404,F2
248,1376,289,F6
1260,303,170,F5
574,1947,1332,F1
108,287,1392,F7
597,106,1200,F4
186,104,200,N8
1105,1631,857,F1
189,1348,648,F3
243,445,348,N8
1319,136,592,F4
528,780,1229,F1
698,415,588,F4
749,497,353,F2
189,707,1173,F3
161,193,1398,F7
951,1969,565,F1
417,287,138,N8
999,173,163,F5
632,1111,201,F2
326,317,184,N8
768,718,135,F2
657,1134,1137,F1
428,996,869,F3
163,521,1250,F3
428,277,674,F7
706,1290,321,F2
743,242,440,F5
863,1645,1870,F1
487,144,1001,F4
377,221,183,N8
174,775,374,F6
1064,1082,1570,F1
568,196,236,F5
107,204,316,N8
1024,295,913,F4
1114,1176,306,F2
1029,147,203,F5
426,1027,184,F6
228,1054,1331,F3
261,183,629,F7
1060,737,218,F2
220,375,1550,F7
885,422,253,F5
974,1133,128,F2
642,1406,1969,F1
361,399,327,N8
536,360,217,F5
309,149,431,N8
572,1579,311,F2
853,122,412,F5
1122,981,1220,F1
261,320,1645,F7
218,772,1166,F3
238,329,173,N8
305,404,100,N8
410,428,364,N8
400,203,1444,F7
200,118,372,N8
209,247,466,F7
213,363,654,F7
240,102,1324,F7
568,1742,1926,F1
439,784,850,F3
446,239,1181,F7
398,861,1319,F3
416,323,1611,F7
883,1018,292,F2
667,269,369,F5
821,371,199,F5
260,674,227,F6
779,235,890,F4
382,1336,352,F6
408,204,282,N8
425,246,228,N8
1097,115,874,F4
1265,407,563,F4
118,347,386,N8
309,572,327,F6
245,1061,144,F6
1321,218,167,F5
138,740,1250,F3
125,111,774,F7
617,171,1304,F4
269,147,1004,F7
420,207,591,F7
1286,794,1413,F1
222,1114,405,F6
166,208,196,N8
1435,512,1210,F1
670,173,938,F4
1372,200,599,F4
1457,1097,140,F2
394,348,172,N8
1861,1315,1586,F1
241,1377,604,F3
1232,1162,424,F2
1181,248,167,F5
306,105,167,N8
393,367,508,F7
1584,942,129,F2
263,127,326,N8
1692,1821,1716,F1
382,371,619,F7
684,1655,249,F2
397,109,330,N8
253,206,437,N8
428,449,510,F7
113,237,742,F7
388,998,1089,F3
275,353,341,N8
287,761,478,F3
823,267,863,F4
296,1245,192,F6
1270,132,118,F5
250,139,259,N8
1009,1075,178,F2
749,331,951,F4
382,400,1669,F7
1050,989,1322,F1
423,623,208,F6
1277,972,1229,F1
282,706,207,F6
262,271,943,F7
328,1070,1366,F3
421,1368,114,F6
934,1494,216,F2
177,1021,404,F6
769,991,145,F2
1360,366,1197,F4
294,1235,346,F6
988,303,1203,F4
984,849,286,F2
594,262,410,F5
1686,1025,237,F2
691,448,656,F4
1428,989,207,F2
1402,1443,1519,F1
1811,1783,1546,F1
316,319,1405,F7
237,381,906,F7
189,1057,340,F6
920,413,235,F5
246,400,1014,F7
349,1058,367,F6
242,309,619,F7
1256,652,221,F2
241,597,125,F6
432,376,1448,F7
1054,1319,243,F2
999,1084,1620,F1
369,101,993,F7
604,380,452,F4
1692,1124,1925,F1
302,428,1526,F7
1236,840,230,F2
1591,1691,372,F2
1303,761,442,F2
164,175,1020,F7
1755,939,1197,F1
342,1297,515,F3
888,383,999,F4
280,212,1309,F7
1313,1106,1479,F1
523,786,111,F2
383,659,178,F6
512,240,285,F5
105,444,1519,F7
981,400,1021,F4
739,325,1156,F4
598,484,345,F2
279,184,332,N8
1543,892,425,F2
1501,671,1680,F1
837,235,162,F5
693,197,286,F5
1398,665,1308,F1
1616,943,1754,F1
400,986,465,F3
264,1013,138,F6
878,214,107,F5
343,1181,427,F6
233,439,826,F7
342,1256,200,F6
874,272,1060,F4
169,274,233,N8
850,1902,1937,F1
422,349,408,N8
180,191,150,N8
259,1048,246,F6
1033,1414,248,F2
434,122,1693,F7
299,670,539,F3
706,268,116,F5
1267,729,177,F2
1408,115,149,F5
1370,1854,969,F1
974,1088,176,F2
369,672,510,F3
109,110,692,F7
897,186,422,F5
235,503,947,F3
1409,434,447,F5
536,413,389,F5
1176,950,1976,F1
292,403,1634,F7
1636,948,404,F2
359,1274,1335,F3
293,736,162,F6
125,370,238,N8
378,692,124,F6
1130,268,1056,F4
1151,1000,180,F2
1913,907,1054,F1
379,888,493,F3
